country;latitude;longitude;time;weather_code;temperature_2m_max;temperature_2m_min;apparent_temperature_max;apparent_temperature_min;sunrise;sunset;daylight_duration;sunshine_duration;uv_index_max;uv_index_clear_sky_max;precipitation_hours;wind_speed_10m_max;wind_gusts_10m_max;precipitation_sum;rain_sum;showers_sum;snowfall_sum
Guernsey;49.47;-2.59;2025-02-04;61;9.9;7.9;5.7;1.7;2025-02-04T10:37:00+03:00;2025-02-04T20:11:00+03:00;34427.49;10944.35;0.55;1.95;6.0;31.7;50.8;2.4;2.4;0.0;0.0
Ghana;8.0;-1.0;2025-01-29;3;35.4;23.7;39.4;26.9;2025-01-29T09:23:00+03:00;2025-01-29T21:10:00+03:00;42383.32;37815.91;7.1;7.1;0.0;11.6;21.2;0.0;0.0;0.0;0.0
Ghana;8.0;-1.0;2025-02-01;3;35.8;20.6;35.5;20.9;2025-02-01T09:23:00+03:00;2025-02-01T21:11:00+03:00;42443.48;40081.57;7.25;7.3;0.0;8.5;18.4;0.0;0.0;0.0;0.0
Ghana;8.0;-1.0;2025-02-03;3;36.0;22.6;35.9;24.8;2025-02-03T09:23:00+03:00;2025-02-03T21:11:00+03:00;42485.48;40023.98;6.4;6.8;0.0;11.1;22.3;0.0;0.0;0.0;0.0
Gambia;13.5;-15.25;2025-02-03;2;31.4;14.1;29.0;11.0;2025-02-03T10:27:00+03:00;2025-02-03T22:02:00+03:00;41688.39;38987.52;6.95;6.95;0.0;15.0;35.6;0.0;0.0;0.0;0.0
Guinea;10.0;-9.75;2025-01-30;3;34.6;18.1;32.7;16.8;2025-01-30T10:01:00+03:00;2025-01-30T21:43:00+03:00;42094.35;37658.52;6.75;7.55;0.0;13.0;31.0;0.0;0.0;0.0;0.0
Equatorial Guinea;1.5;10.38;2025-01-29;45;26.1;17.1;29.7;19.0;2025-01-29T09:30:00+03:00;2025-01-29T21:33:00+03:00;43388.92;39357.18;8.55;9.0;3.0;8.6;25.9;0.3;0.0;0.3;0.0
Greece;39.0;21.75;2025-01-31;80;11.3;4.8;9.0;3.2;2025-01-31T10:40:00+03:00;2025-01-31T20:52:00+03:00;36757.02;29497.87;3.45;3.7;7.0;8.2;21.6;0.8;0.3;0.5;0.0
South Georgia and the South Sandwich Islands;-54.38;-36.62;2025-01-29;80;-3.5;-7.2;-10.2;-14.6;2025-01-29T07:46:00+03:00;2025-01-29T23:32:00+03:00;56768.59;10472.36;5.25;8.0;12.0;35.7;121.7;9.2;7.2;1.7;0.0
South Georgia and the South Sandwich Islands;-54.38;-36.62;2025-01-30;85;-6.9;-10.5;-13.7;-18.9;2025-01-30T07:48:00+03:00;2025-01-30T23:30:00+03:00;56538.88;38953.7;2.75;8.2;2.0;41.9;129.2;0.3;0.0;0.0;0.07
Guatemala;15.88;-90.12;2025-01-28;45;25.6;17.9;28.6;20.3;2025-01-28T09:31:00+03:00;2025-01-28T20:55:00+03:00;41094.29;36326.48;7.35;7.35;1.0;9.5;27.4;0.1;0.0;0.1;0.0
Guam;13.5;144.75;2025-01-29;80;30.1;26.2;32.6;27.4;2025-01-29T09:48:00+03:00;2025-01-29T21:19:00+03:00;41497.46;38894.7;7.6;7.8;2.0;27.4;45.7;0.4;0.0;0.4;0.0
Guinea-Bissau;11.75;-15.12;2025-01-30;3;35.7;19.5;35.1;19.0;2025-01-30T10:25:00+03:00;2025-01-30T22:02:00+03:00;41821.52;37557.71;7.75;7.75;0.0;13.0;31.0;0.0;0.0;0.0;0.0
Guinea-Bissau;11.75;-15.12;2025-01-31;3;35.8;18.7;33.7;17.0;2025-01-31T10:25:00+03:00;2025-01-31T22:02:00+03:00;41851.53;38221.68;7.8;7.8;0.0;16.9;35.6;0.0;0.0;0.0;0.0
Hong Kong;22.5;114.12;2025-01-30;3;16.0;9.2;14.3;6.5;2025-01-30T10:03:00+03:00;2025-01-30T21:10:00+03:00;40030.0;34730.7;6.25;6.3;0.0;15.9;52.6;0.0;0.0;0.0;0.0
Heard Island and McDonald Islands;-53.12;73.5;2025-01-29;85;-10.8;-11.7;-16.7;-19.6;2025-01-29T07:30:00+03:00;2025-01-29T23:07:00+03:00;56186.32;46426.7;4.6;7.05;17.0;34.4;87.5;8.7;0.0;0.0;0.0
Heard Island and McDonald Islands;-53.12;73.5;2025-02-04;73;-7.3;-10.5;-15.2;-17.0;2025-02-04T07:42:00+03:00;2025-02-04T22:56:00+03:00;54842.5;49572.04;4.95;6.8;3.0;35.3;91.1;5.1;5.1;0.0;0.0
Honduras;15.25;-86.25;2025-02-02;80;25.2;16.2;26.2;18.1;2025-02-02T09:13:00+03:00;2025-02-02T20:43:00+03:00;41396.95;34377.39;7.9;7.9;9.0;7.6;33.5;1.5;0.0;1.5;0.0
Haiti;18.88;-72.12;2025-02-01;45;32.0;19.2;35.0;22.3;2025-02-01T09:22:00+03:00;2025-02-01T20:41:00+03:00;40782.1;37186.11;7.1;7.1;0.0;6.5;14.0;0.0;0.0;0.0;0.0
Haiti;18.88;-72.12;2025-02-02;45;32.3;19.3;34.6;22.4;2025-02-02T09:21:00+03:00;2025-02-02T20:42:00+03:00;40834.02;37221.16;7.1;7.1;0.0;11.6;31.0;0.0;0.0;0.0;0.0
Hungary;47.16;19.51;2025-02-02;2;5.8;-2.7;2.0;-6.8;2025-02-02T10:05:00+03:00;2025-02-02T19:45:00+03:00;34798.46;3980.04;2.25;2.25;0.0;10.8;26.3;0.0;0.0;0.0;0.0
Indonesia;-0.88;114.0;2025-01-30;95;26.4;23.7;32.2;29.3;2025-01-30T08:32:00+03:00;2025-01-30T20:41:00+03:00;43753.01;0.0;8.75;9.1;20.0;4.5;11.2;11.3;0.1;11.2;0.0
Israel;31.06;34.88;2025-01-30;0;20.2;11.7;16.8;8.0;2025-01-30T09:33:00+03:00;2025-01-30T20:13:00+03:00;38427.53;35342.72;4.75;4.75;0.0;16.3;25.9;0.0;0.0;0.0;0.0
Israel;31.06;34.88;2025-02-03;3;22.3;11.7;19.1;9.0;2025-02-03T09:30:00+03:00;2025-02-03T20:17:00+03:00;38793.75;35770.95;4.3;4.65;0.0;16.9;27.7;0.0;0.0;0.0;0.0
Isle of Man;54.24;-4.55;2025-01-30;51;4.3;1.6;0.1;-3.0;2025-01-30T11:08:00+03:00;2025-01-30T19:54:00+03:00;31510.65;16525.63;1.3;1.5;3.0;25.6;55.4;0.6;0.6;0.0;0.0
Isle of Man;54.24;-4.55;2025-02-01;51;4.8;0.0;-0.2;-3.1;2025-02-01T11:05:00+03:00;2025-02-01T19:58:00+03:00;31959.9;3446.41;1.45;1.55;2.0;25.6;61.9;0.2;0.2;0.0;0.0
Isle of Man;54.24;-4.55;2025-02-03;3;6.4;3.5;2.2;0.7;2025-02-03T11:01:00+03:00;2025-02-03T20:02:00+03:00;32421.85;9220.11;0.35;1.35;0.0;29.2;66.6;0.0;0.0;0.0;0.0
India;20.62;79.0;2025-02-02;2;32.8;19.6;33.8;20.2;2025-02-02T09:49:00+03:00;2025-02-02T21:05:00+03:00;40529.71;37829.62;6.2;6.65;0.0;8.6;16.2;0.0;0.0;0.0;0.0
India;20.62;79.0;2025-02-04;2;34.6;21.2;36.7;22.6;2025-02-04T09:49:00+03:00;2025-02-04T21:06:00+03:00;40646.16;37955.48;6.35;6.45;0.0;8.4;17.3;0.0;0.0;0.0;0.0
British Indian Ocean Territory;-6.38;71.88;2025-02-02;3;27.5;26.6;33.1;29.9;2025-02-02T09:14:00+03:00;2025-02-02T21:37:00+03:00;44544.34;42026.4;8.5;9.65;3.0;20.6;28.4;0.3;0.0;0.3;0.0
British Indian Ocean Territory;-6.38;71.88;2025-02-04;3;27.7;27.0;32.0;29.3;2025-02-04T09:15:00+03:00;2025-02-04T21:37:00+03:00;44508.19;41997.21;5.95;9.35;0.0;23.7;31.3;0.0;0.0;0.0;0.0
Iraq;33.25;43.69;2025-01-31;2;18.3;7.9;14.2;4.2;2025-01-31T10:01:00+03:00;2025-01-31T20:35:00+03:00;38061.76;34392.48;4.15;4.15;0.0;15.1;23.4;0.0;0.0;0.0;0.0
Iraq;33.25;43.69;2025-02-01;0;18.7;7.2;15.2;4.9;2025-02-01T10:00:00+03:00;2025-02-01T20:36:00+03:00;38160.88;35080.17;4.1;4.1;0.0;18.0;28.1;0.0;0.0;0.0;0.0
Iran;32.44;53.69;2025-01-29;3;9.0;1.9;5.2;-0.7;2025-01-29T09:51:00+03:00;2025-01-29T20:25:00+03:00;38043.61;33733.05;4.45;4.45;0.0;11.9;19.8;0.0;0.0;0.0;0.0
Iran;32.44;53.69;2025-02-02;2;10.3;0.8;6.5;-3.1;2025-02-02T09:48:00+03:00;2025-02-02T20:29:00+03:00;38423.48;35380.45;4.45;4.45;0.0;12.7;22.0;0.0;0.0;0.0;0.0
Iceland;64.97;-19.01;2025-01-30;73;-0.4;-15.2;-10.3;-21.4;2025-01-30T13:08:00+03:00;2025-01-30T19:50:00+03:00;24096.79;0.0;0.4;0.6;8.0;85.3;115.9;5.6;1.5;0.0;2.87
Iceland;64.97;-19.01;2025-02-01;73;5.3;-2.5;-3.2;-11.6;2025-02-01T13:01:00+03:00;2025-02-01T19:57:00+03:00;24911.78;0.0;0.65;0.7;24.0;87.3;146.2;14.5;10.9;0.0;2.52
Italy;41.88;12.56;2025-01-31;95;14.7;8.9;12.1;7.1;2025-01-31T10:22:00+03:00;2025-01-31T20:23:00+03:00;36022.63;5575.86;2.9;3.2;8.0;15.3;41.8;4.9;0.0;4.8;0.0
Italy;41.88;12.56;2025-02-04;0;12.7;2.8;9.0;-0.0;2025-02-04T10:18:00+03:00;2025-02-04T20:28:00+03:00;36588.34;33100.93;3.05;3.05;0.0;9.0;23.4;0.0;0.0;0.0;0.0
Jersey;49.21;-2.13;2025-02-02;3;8.1;2.0;4.7;-2.8;2025-02-02T10:37:00+03:00;2025-02-02T20:06:00+03:00;34133.04;30017.85;2.25;2.25;5.0;25.7;43.9;0.5;0.5;0.0;0.0
Jamaica;18.0;-77.25;2025-01-28;2;30.3;20.4;32.4;22.6;2025-01-28T09:42:00+03:00;2025-01-28T21:01:00+03:00;40733.98;37450.8;6.8;7.1;3.0;12.5;28.4;0.3;0.0;0.3;0.0
Jamaica;18.0;-77.25;2025-02-01;3;31.9;19.4;34.6;21.0;2025-02-01T09:41:00+03:00;2025-02-01T21:03:00+03:00;40922.15;38268.04;6.95;7.25;0.0;14.5;32.4;0.0;0.0;0.0;0.0
Jordan;30.56;36.25;2025-01-29;3;16.3;8.1;12.2;5.3;2025-01-29T10:27:00+03:00;2025-01-29T21:08:00+03:00;38440.3;35017.11;4.85;4.85;0.0;15.6;25.6;0.0;0.0;0.0;0.0
Jordan;30.56;36.25;2025-02-02;3;16.1;4.5;12.0;1.8;2025-02-02T10:25:00+03:00;2025-02-02T21:11:00+03:00;38792.39;35941.99;5.0;5.1;0.0;17.3;25.9;0.0;0.0;0.0;0.0
Japan;36.2;138.25;2025-01-30;71;-1.8;-5.7;-7.0;-10.7;2025-01-30T09:49:00+03:00;2025-01-30T20:10:00+03:00;37278.62;33291.8;3.9;3.95;1.0;13.7;67.3;0.1;0.0;0.0;0.07
Kyrgyzstan;41.38;74.62;2025-01-29;3;-4.1;-10.5;-9.1;-14.4;2025-01-29T11:15:00+03:00;2025-01-29T21:13:00+03:00;35865.47;27978.67;3.7;4.0;0.0;14.2;22.0;0.0;0.0;0.0;0.0
Kyrgyzstan;41.38;74.62;2025-01-30;71;-5.0;-9.5;-10.0;-13.8;2025-01-30T11:14:00+03:00;2025-01-30T21:14:00+03:00;35995.51;22596.96;3.85;4.0;1.0;13.4;25.2;0.1;0.0;0.0;0.07
Comoros;-11.88;43.88;2025-02-04;95;28.1;27.6;32.3;29.9;2025-02-04T09:00:00+03:00;2025-02-04T21:35:00+03:00;45297.34;26153.75;3.05;9.15;21.0;29.1;38.2;26.1;0.0;26.1;0.0
Saint Kitts and Nevis;17.38;-62.75;2025-01-30;80;23.0;21.3;25.2;21.7;2025-01-30T09:43:00+03:00;2025-01-30T21:05:00+03:00;40927.09;37673.86;7.3;7.3;11.0;22.2;37.8;2.6;0.0;2.6;0.0
South Korea;35.9;127.75;2025-02-02;45;4.4;-0.5;1.8;-3.2;2025-02-02T10:28:00+03:00;2025-02-02T20:56:00+03:00;37676.47;15007.21;4.1;4.25;0.0;4.6;21.6;0.0;0.0;0.0;0.0
South Korea;35.9;127.75;2025-02-04;3;-7.6;-12.1;-14.8;-17.9;2025-02-04T10:26:00+03:00;2025-02-04T20:58:00+03:00;37904.37;34659.25;3.05;3.65;0.0;27.0;86.0;0.0;0.0;0.0;0.0
Kuwait;29.25;47.5;2025-02-03;3;19.1;8.1;14.8;4.1;2025-02-03T09:37:00+03:00;2025-02-03T20:29:00+03:00;39127.68;36340.37;4.45;4.6;0.0;16.6;25.9;0.0;0.0;0.0;0.0
Cayman Islands;19.5;-80.62;2025-01-29;2;26.0;25.1;26.4;24.7;2025-01-29T09:57:00+03:00;2025-01-29T21:13:00+03:00;40525.48;37623.14;4.95;6.9;0.0;39.2;53.3;0.0;0.0;0.0;0.0
Kazakhstan;48.0;66.88;2025-01-29;71;-4.4;-10.1;-11.2;-15.2;2025-01-29T12:03:00+03:00;2025-01-29T21:27:00+03:00;33801.54;0.0;2.25;3.05;11.0;29.4;43.2;1.7;0.0;0.0;1.12
Kazakhstan;48.0;66.88;2025-01-31;45;-5.8;-13.1;-10.2;-16.7;2025-01-31T12:01:00+03:00;2025-01-31T21:30:00+03:00;34140.66;28605.57;3.3;3.3;0.0;12.6;19.4;0.0;0.0;0.0;0.0
Laos;20.0;102.5;2025-01-31;2;25.5;14.0;24.2;13.2;2025-01-31T09:45:00+03:00;2025-01-31T21:01:00+03:00;40518.67;37821.03;6.8;6.8;0.0;18.3;42.1;0.0;0.0;0.0;0.0
Lebanon;33.88;35.94;2025-01-30;1;13.3;2.5;9.5;-1.1;2025-01-30T09:34:00+03:00;2025-01-30T20:04:00+03:00;37833.0;34708.56;4.8;4.8;0.0;13.0;23.8;0.0;0.0;0.0;0.0
Lebanon;33.88;35.94;2025-02-01;2;12.1;1.3;9.1;-2.0;2025-02-01T09:32:00+03:00;2025-02-01T20:06:00+03:00;38034.48;34923.14;4.85;4.85;0.0;8.0;15.8;0.0;0.0;0.0;0.0
Saint Lucia;13.88;-61.0;2025-01-29;80;27.0;23.9;29.0;26.5;2025-01-29T09:31:00+03:00;2025-01-29T21:02:00+03:00;41456.56;36908.75;7.65;7.65;7.0;22.7;47.9;1.2;0.0;1.2;0.0
Saint Lucia;13.88;-61.0;2025-01-30;3;27.5;23.5;28.8;24.6;2025-01-30T09:31:00+03:00;2025-01-30T21:03:00+03:00;41491.73;38487.24;7.65;7.65;1.0;26.7;53.6;0.1;0.0;0.1;0.0
Saint Lucia;13.88;-61.0;2025-01-31;3;26.5;23.2;27.8;24.2;2025-01-31T09:31:00+03:00;2025-01-31T21:03:00+03:00;41527.65;38382.8;7.75;7.75;5.0;27.7;58.0;0.6;0.0;0.6;0.0
Saint Lucia;13.88;-61.0;2025-02-02;80;26.6;22.2;27.5;23.9;2025-02-02T09:30:00+03:00;2025-02-02T21:04:00+03:00;41601.48;38645.01;7.7;7.75;6.0;25.9;53.3;0.6;0.0;0.6;0.0
Liechtenstein;47.14;9.56;2025-02-02;77;-3.7;-7.1;-7.3;-11.0;2025-02-02T10:45:00+03:00;2025-02-02T20:25:00+03:00;34803.71;29764.07;2.9;2.9;0.0;7.1;17.3;0.0;0.0;0.0;0.0
Liechtenstein;47.14;9.56;2025-02-03;48;-4.2;-6.7;-7.7;-9.9;2025-02-03T10:44:00+03:00;2025-02-03T20:27:00+03:00;34977.81;24889.43;2.6;2.6;0.0;5.9;28.4;0.0;0.0;0.0;0.0
Liechtenstein;47.14;9.56;2025-02-04;45;-4.1;-7.5;-8.1;-11.1;2025-02-04T10:42:00+03:00;2025-02-04T20:28:00+03:00;35154.11;31516.24;2.7;2.7;0.0;5.2;24.8;0.0;0.0;0.0;0.0
Sri Lanka;7.88;80.75;2025-01-30;95;26.5;22.6;30.7;27.5;2025-01-30T09:26:00+03:00;2025-01-30T21:13:00+03:00;42417.69;7200.0;7.35;8.3;10.0;10.3;31.7;6.8;0.0;6.8;0.0
Liberia;6.38;-9.38;2025-02-03;45;35.1;24.0;37.5;28.8;2025-02-03T09:55:00+03:00;2025-02-03T21:47:00+03:00;42716.83;40041.07;6.85;8.05;0.0;9.4;24.5;0.0;0.0;0.0;0.0
Luxembourg;49.83;6.12;2025-02-01;0;3.4;-3.5;-0.8;-7.2;2025-02-01T11:08:00+03:00;2025-02-01T20:30:00+03:00;33719.76;29622.17;1.95;1.95;0.0;11.3;35.6;0.0;0.0;0.0;0.0
Latvia;56.88;24.6;2025-02-01;3;3.7;-0.6;-0.1;-5.1;2025-02-01T11:19:00+03:00;2025-02-01T19:50:00+03:00;30661.81;12880.67;1.2;1.2;0.0;20.5;38.9;0.0;0.0;0.0;0.0
Libya;26.3;17.2;2025-02-02;3;25.4;10.9;21.2;8.1;2025-02-02T10:34:00+03:00;2025-02-02T21:34:00+03:00;39579.44;34858.49;4.95;5.35;0.0;23.5;32.0;0.0;0.0;0.0;0.0
Libya;26.3;17.2;2025-02-04;3;19.5;7.2;16.7;4.3;2025-02-04T10:33:00+03:00;2025-02-04T21:36:00+03:00;39733.64;36748.39;4.15;5.1;0.0;14.8;23.4;0.0;0.0;0.0;0.0
Morocco;31.81;-7.06;2025-01-30;95;10.1;6.6;9.2;4.4;2025-01-30T11:22:00+03:00;2025-01-30T22:00:00+03:00;38276.48;23333.11;2.7;4.4;19.0;17.0;40.7;12.7;1.8;10.9;0.0
Morocco;31.81;-7.06;2025-01-31;45;12.0;2.8;8.5;0.1;2025-01-31T11:21:00+03:00;2025-01-31T22:01:00+03:00;38368.46;34171.65;4.55;4.55;2.0;13.4;24.8;0.3;0.0;0.3;0.0
Monaco;43.76;7.42;2025-01-31;80;9.0;6.4;7.4;4.1;2025-01-31T10:47:00+03:00;2025-01-31T20:39:00+03:00;35498.43;0.0;2.15;2.7;9.0;8.4;23.8;4.4;3.1;1.5;0.0
Montenegro;42.75;19.38;2025-02-03;80;13.5;6.9;12.0;2.3;2025-02-03T09:54:00+03:00;2025-02-03T19:58:00+03:00;36218.91;30379.22;3.0;3.25;12.0;16.6;34.6;1.8;0.0;1.8;0.0
Montenegro;42.75;19.38;2025-02-04;3;7.7;3.8;3.2;-0.8;2025-02-04T09:53:00+03:00;2025-02-04T19:59:00+03:00;36368.19;15244.96;3.2;3.2;0.0;17.6;35.3;0.0;0.0;0.0;0.0
Madagascar;-18.75;46.88;2025-01-29;3;26.8;18.7;27.8;21.5;2025-01-29T08:36:00+03:00;2025-01-29T21:34:00+03:00;46655.75;43200.0;7.35;10.15;3.0;20.0;37.1;0.3;0.0;0.3;0.0
Madagascar;-18.75;46.88;2025-02-01;96;27.5;17.6;31.2;19.9;2025-02-01T08:38:00+03:00;2025-02-01T21:33:00+03:00;46503.02;40831.52;9.05;10.1;11.0;10.1;18.7;8.3;0.0;8.3;0.0
Madagascar;-18.75;46.88;2025-02-02;95;27.9;18.9;31.3;20.6;2025-02-02T08:39:00+03:00;2025-02-02T21:33:00+03:00;46450.22;43740.67;10.0;10.1;9.0;15.8;28.1;6.2;0.0;6.2;0.0
Madagascar;-18.75;46.88;2025-02-03;80;28.5;18.2;32.0;19.8;2025-02-03T08:39:00+03:00;2025-02-03T21:32:00+03:00;46396.59;43412.87;8.3;9.6;9.0;17.0;32.0;8.9;0.0;8.9;0.0
Marshall Islands;7.12;171.12;2025-01-30;80;27.3;26.7;30.0;28.8;2025-01-30T09:54:00+03:00;2025-01-30T21:43:00+03:00;42528.37;36988.02;8.45;8.5;23.0;29.8;41.8;8.2;0.0;8.2;0.0
Macedonia [FYROM];41.62;21.75;2025-01-31;45;13.4;5.2;12.2;3.1;2025-01-31T09:45:00+03:00;2025-01-31T19:47:00+03:00;36089.66;31031.54;3.2;3.2;0.0;7.2;11.9;0.0;0.0;0.0;0.0
Macedonia [FYROM];41.62;21.75;2025-02-02;61;11.6;5.1;10.6;2.8;2025-02-02T09:43:00+03:00;2025-02-02T19:49:00+03:00;36365.72;3979.45;2.4;3.3;4.0;6.1;10.8;2.0;0.9;1.1;0.0
Mali;17.62;-4.0;2025-02-01;2;23.8;15.2;18.9;10.2;2025-02-01T09:48:00+03:00;2025-02-01T21:10:00+03:00;40971.82;38712.59;6.65;6.65;0.0;29.8;47.2;0.0;0.0;0.0;0.0
Mali;17.62;-4.0;2025-02-04;3;26.1;14.1;21.4;9.3;2025-02-04T09:47:00+03:00;2025-02-04T21:12:00+03:00;41118.12;38867.59;6.25;6.25;0.0;20.5;32.0;0.0;0.0;0.0;0.0
Mongolia;46.88;103.88;2025-01-30;3;-9.4;-19.1;-14.1;-24.1;2025-01-30T11:31:00+03:00;2025-01-30T21:03:00+03:00;34337.45;27384.56;1.35;1.35;0.0;10.0;18.4;0.0;0.0;0.0;0.0
Mongolia;46.88;103.88;2025-01-31;3;-7.2;-16.3;-12.1;-21.4;2025-01-31T11:30:00+03:00;2025-01-31T21:05:00+03:00;34500.98;30059.27;1.2;1.35;0.0;12.7;22.0;0.0;0.0;0.0;0.0
Mongolia;46.88;103.88;2025-02-01;71;-11.2;-17.2;-17.5;-22.1;2025-02-01T11:29:00+03:00;2025-02-01T21:06:00+03:00;34667.45;26100.7;1.45;1.45;3.0;21.2;34.2;0.3;0.0;0.0;0.21
Mongolia;46.88;103.88;2025-02-04;71;-18.8;-23.6;-23.6;-28.9;2025-02-04T11:25:00+03:00;2025-02-04T21:11:00+03:00;35182.16;26623.89;1.35;1.35;9.0;22.4;36.4;0.9;0.0;0.0;0.63
Macau;22.25;113.5;2025-01-30;3;18.3;13.0;17.4;11.3;2025-01-30T10:05:00+03:00;2025-01-30T21:13:00+03:00;40074.04;32242.62;3.9;6.25;0.0;13.7;33.1;0.0;0.0;0.0;0.0
Macau;22.25;113.5;2025-01-31;3;20.4;15.9;21.0;16.2;2025-01-31T10:04:00+03:00;2025-01-31T21:13:00+03:00;40133.57;34085.25;5.9;6.35;0.0;13.2;32.0;0.0;0.0;0.0;0.0
Northern Mariana Islands;17.38;145.38;2025-01-31;80;27.0;26.2;27.3;25.7;2025-01-31T09:50:00+03:00;2025-01-31T21:13:00+03:00;40946.03;34594.71;7.35;7.35;24.0;43.6;60.1;9.6;0.0;9.6;0.0
Northern Mariana Islands;17.38;145.38;2025-02-01;80;27.1;26.4;26.7;25.9;2025-02-01T09:50:00+03:00;2025-02-01T21:13:00+03:00;40992.12;37589.87;5.7;7.4;18.0;42.1;58.7;4.0;0.0;4.0;0.0
Martinique;14.62;-61.0;2025-02-02;80;27.8;23.2;29.1;25.6;2025-02-02T09:31:00+03:00;2025-02-02T21:03:00+03:00;41488.33;36553.05;7.6;7.65;9.0;23.2;51.8;2.4;0.0;2.4;0.0
Montserrat;16.75;-62.25;2025-01-28;2;24.8;23.2;27.0;23.3;2025-01-28T09:40:00+03:00;2025-01-28T21:03:00+03:00;40944.18;38293.22;7.35;7.35;3.0;27.4;38.2;0.4;0.0;0.4;0.0
Montserrat;16.75;-62.25;2025-01-31;2;24.5;23.4;24.7;22.3;2025-01-31T09:40:00+03:00;2025-01-31T21:04:00+03:00;41073.26;38435.15;7.45;7.45;0.0;32.9;47.9;0.0;0.0;0.0;0.0
Malta;35.94;14.38;2025-01-29;80;15.3;12.9;15.7;9.1;2025-01-29T10:05:00+03:00;2025-01-29T20:26:00+03:00;37269.07;7200.0;3.75;4.05;13.0;27.7;55.4;14.1;7.8;6.3;0.0
Malta;35.94;14.38;2025-01-31;3;18.5;13.6;16.0;12.4;2025-01-31T10:03:00+03:00;2025-01-31T20:28:00+03:00;37483.44;33497.54;3.85;4.2;0.0;18.5;35.3;0.0;0.0;0.0;0.0
Malta;35.94;14.38;2025-02-03;3;16.7;12.2;12.5;9.2;2025-02-03T10:01:00+03:00;2025-02-03T20:31:00+03:00;37819.71;34633.01;3.95;3.95;2.0;26.3;49.7;1.0;0.0;1.0;0.0
Mauritius;-20.38;57.5;2025-01-31;45;27.9;20.5;31.0;23.9;2025-01-31T08:53:00+03:00;2025-01-31T21:53:00+03:00;46837.32;43093.59;9.55;9.95;2.0;12.8;29.9;0.4;0.0;0.4;0.0
Maldives;3.25;73.25;2025-01-29;3;28.3;27.5;32.3;30.1;2025-01-29T09:20:00+03:00;2025-01-29T21:19:00+03:00;43117.89;36797.65;8.6;8.95;1.0;22.9;30.2;0.1;0.0;0.1;0.0
Maldives;3.25;73.25;2025-01-30;80;28.2;27.0;33.4;30.4;2025-01-30T09:20:00+03:00;2025-01-30T21:19:00+03:00;43125.41;38052.8;8.15;8.95;13.0;18.9;27.4;3.6;0.0;3.6;0.0
Malawi;-13.25;34.25;2025-01-31;96;29.7;21.5;36.8;25.0;2025-01-31T08:36:00+03:00;2025-01-31T21:16:00+03:00;45646.67;25618.53;5.5;9.55;8.0;11.8;36.7;11.2;0.0;11.2;0.0
Mexico;23.62;-102.5;2025-01-31;3;20.1;6.3;16.2;3.5;2025-01-31T10:30:00+03:00;2025-01-31T21:36:00+03:00;39931.39;34780.08;6.85;6.85;0.0;14.0;23.8;0.0;0.0;0.0;0.0
Mexico;23.62;-102.5;2025-02-01;80;21.5;7.6;17.8;4.9;2025-02-01T10:30:00+03:00;2025-02-01T21:36:00+03:00;39997.11;36149.35;6.85;6.85;3.0;14.0;27.4;1.2;0.0;1.2;0.0
Malaysia;4.25;102.0;2025-01-29;45;28.1;21.2;31.9;25.4;2025-01-29T10:27:00+03:00;2025-01-29T22:23:00+03:00;42961.86;29139.67;6.8;8.6;2.0;6.9;14.8;0.2;0.0;0.2;0.0
Malaysia;4.25;102.0;2025-01-31;45;29.3;18.0;32.7;20.6;2025-01-31T10:27:00+03:00;2025-01-31T22:23:00+03:00;42982.1;34176.53;7.05;8.7;0.0;8.0;18.4;0.0;0.0;0.0;0.0
Mozambique;-18.62;35.5;2025-02-01;45;35.1;22.4;40.6;26.9;2025-02-01T08:24:00+03:00;2025-02-01T21:18:00+03:00;46479.94;44029.98;9.6;9.6;0.0;17.1;39.2;0.0;0.0;0.0;0.0
Namibia;-23.0;18.5;2025-02-04;3;36.2;21.7;34.9;22.5;2025-02-04T09:27:00+03:00;2025-02-04T22:31:00+03:00;47032.72;44307.72;9.85;9.85;3.0;19.8;42.1;0.3;0.0;0.3;0.0
New Caledonia;-20.88;165.62;2025-02-02;3;27.4;26.9;31.6;28.1;2025-02-02T08:40:00+03:00;2025-02-02T21:41:00+03:00;46824.68;40888.0;9.7;9.75;0.0;33.1;44.3;0.0;0.0;0.0;0.0
New Caledonia;-20.88;165.62;2025-02-03;3;27.1;26.5;30.1;27.9;2025-02-03T08:41:00+03:00;2025-02-03T21:40:00+03:00;46764.71;44224.37;2.7;9.45;3.0;32.2;42.8;0.3;0.0;0.3;0.0
Niger;17.62;8.12;2025-02-01;3;29.1;13.4;27.3;9.8;2025-02-01T09:59:00+03:00;2025-02-01T21:22:00+03:00;40969.84;38292.89;6.3;6.3;0.0;15.0;24.1;0.0;0.0;0.0;0.0
Norfolk Island;-29.0;168.0;2025-01-29;3;23.3;21.9;23.3;20.6;2025-01-29T09:15:00+03:00;2025-01-29T22:46:00+03:00;48649.34;43810.71;9.45;9.45;0.0;29.3;38.2;0.0;0.0;0.0;0.0
Norfolk Island;-29.0;168.0;2025-02-01;80;23.8;23.2;26.6;24.1;2025-02-01T09:18:00+03:00;2025-02-01T22:44:00+03:00;48400.16;44487.57;9.4;9.4;17.0;24.2;33.1;2.8;0.0;2.8;0.0
