Origin;Transport Mode;Indicator;Footnoote;Missing value notes;Value
Azerbaijan;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Azerbaijan;Road;Transport_work_in_tonkm_Value;Experimental;;3679039.56
Barbados;All modes;Transport_work_in_tonkm_Value;Experimental;;10305.11
Belarus;Sea;Transport_work_in_tonkm_Value;Experimental;;11458370.37
Belarus;Railway;Transport_work_in_tonkm_Value;Experimental;;2788787.05
Belarus;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Belgium;All modes;Transport_work_in_tonkm_Value;Experimental;;3632283470.56
Belgium;Road;Transport_work_in_tonkm_Value;Experimental;;875420314.86
Belize;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Belize;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;617861.22
Benin;All modes;Transport_work_in_tonkm_Value;Experimental;;36730215.39
Benin;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;36730215.39
Benin;Road;Transport_work_in_tonkm_Value;Experimental;;20360366.39
Bermuda;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Bhutan;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Bolivia (Plurinational State of);Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;2852011.73
Bolivia (Plurinational State of);Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Bonaire, Sint Eustatius and Saba;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Bosnia and Herzegovina;Railway;Transport_work_in_tonkm_Value;Experimental;;36142048.0
Botswana;Road;Transport_work_in_tonkm_Value;Experimental;;43.11
Bouvet Island;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Brazil;Air;Transport_work_in_tonkm_Value;Experimental;;260162862.89
Brazil;Sea;Transport_work_in_tonkm_Value;Experimental;;36886662467.71
British Virgin Islands;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
British Virgin Islands;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Bulgaria;Air;Transport_work_in_tonkm_Value;Experimental;;5206850.67
Bulgaria;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Burkina Faso;Railway;Transport_work_in_tonkm_Value;Experimental;;40792.2
Burundi;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Cabo Verde;All modes;Transport_work_in_tonkm_Value;Experimental;;180.49
Cambodia;Air;Transport_work_in_tonkm_Value;Experimental;;1855847.68
Cambodia;Railway;Transport_work_in_tonkm_Value;Experimental;;35117223.34
Central African Republic;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;350229.55
Central African Republic;Sea;Transport_work_in_tonkm_Value;Experimental;;106853.37
Central African Republic;Road;Transport_work_in_tonkm_Value;Experimental;;193877.91
Chile;All modes;Transport_work_in_tonkm_Value;Experimental;;2611526730.37
Chile;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;2611526730.37
China;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
China, Hong Kong SAR;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;167955205.45
China, Hong Kong SAR;Railway;Transport_work_in_tonkm_Value;Experimental;;45994284.79
China, Macao SAR;All modes;Transport_work_in_tonkm_Value;Experimental;;352635.06
China, Taiwan Province of;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;8561058689.98
China, Taiwan Province of;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Christmas Island;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Colombia;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;1141005064.26
Colombia;Sea;Transport_work_in_tonkm_Value;Experimental;;1137912001.9
Congo;All modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Cook Islands;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Cote d'Ivoire;Road;Transport_work_in_tonkm_Value;Experimental;;4388818.92
Curacao;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Czechia;All modes;Transport_work_in_tonkm_Value;Experimental;;338216216.05
Czechia;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;338216216.05
Czechia;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Denmark;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;707463614.19
Djibouti;All modes;Transport_work_in_tonkm_Value;Experimental;;224460142.19
Dominica;All modes;Transport_work_in_tonkm_Value;Experimental;;1290762.52
Egypt;Sea;Transport_work_in_tonkm_Value;Experimental;;17662322528.01
Egypt;Road;Transport_work_in_tonkm_Value;Experimental;;2353048853.9
El Salvador;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
El Salvador;Sea;Transport_work_in_tonkm_Value;Experimental;;27819161.44
Eritrea;Road;Transport_work_in_tonkm_Value;Experimental;;26.85
Eswatini;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Eswatini;Road;Transport_work_in_tonkm_Value;Experimental;;1944147.46
Eswatini;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Ethiopia;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Ethiopia;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Falkland Islands (Malvinas);Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;5742.8
Fiji;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;15609349.15
Fiji;Sea;Transport_work_in_tonkm_Value;Experimental;;15609349.15
Finland;All modes;Transport_work_in_tonkm_Value;Experimental;;2825782753.84
Finland;Air;Transport_work_in_tonkm_Value;Experimental;;8631139.38
Finland;Sea;Transport_work_in_tonkm_Value;Experimental;;957911327.44
France;All modes;Transport_work_in_tonkm_Value;Experimental;;5163402623.43
France;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
France;Air;Transport_work_in_tonkm_Value;Experimental;;31908874.25
French Polynesia;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;22266.51
French Polynesia;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Gabon;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Georgia;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;1240488472.83
Germany;All modes;Transport_work_in_tonkm_Value;Experimental;;10137665215.52
Germany;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;10137665215.52
Germany;Air;Transport_work_in_tonkm_Value;Experimental;;60046400.97
Gibraltar;Railway;Transport_work_in_tonkm_Value;Experimental;;28631.48
Greece;All modes;Transport_work_in_tonkm_Value;Experimental;;4951289861.46
Greece;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Greece;Railway;Transport_work_in_tonkm_Value;Experimental;;516880178.37
Greenland;Sea;Transport_work_in_tonkm_Value;Experimental;;8409.76
Guatemala;Air;Transport_work_in_tonkm_Value;Experimental;;3074032.12
Guinea;Air;Transport_work_in_tonkm_Value;Experimental;;34.86
Guinea;Sea;Transport_work_in_tonkm_Value;Experimental;;1159.71
Guinea;Railway;Transport_work_in_tonkm_Value;Experimental;;349.48
Guinea;Road;Transport_work_in_tonkm_Value;Experimental;;3680.65
Guyana;All modes;Transport_work_in_tonkm_Value;Experimental;;4994614.7
Holy See;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Honduras;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Hungary;All modes;Transport_work_in_tonkm_Value;Experimental;;562256844.77
Iceland;Road;Transport_work_in_tonkm_Value;Experimental;;2161141.56
India;Road;Transport_work_in_tonkm_Value;Experimental;;10500645673.11
Indonesia;Air;Transport_work_in_tonkm_Value;Experimental;;62153999.78
Iran (Islamic Republic of);Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Ireland;All modes;Transport_work_in_tonkm_Value;Experimental;;1685444739.48
Ireland;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Ireland;Air;Transport_work_in_tonkm_Value;Experimental;;4980506.93
Ireland;Sea;Transport_work_in_tonkm_Value;Experimental;;190729382.78
Ireland;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Italy;Sea;Transport_work_in_tonkm_Value;Experimental;;2701976122.73
Jamaica;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Japan;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;7344671261.52
Jordan;All modes;Transport_work_in_tonkm_Value;Experimental;;3823109298.45
Jordan;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;3823109298.45
Jordan;Railway;Transport_work_in_tonkm_Value;Experimental;;527261918.3
Kazakhstan;All modes;Transport_work_in_tonkm_Value;Experimental;;46093284.29
Kazakhstan;Sea;Transport_work_in_tonkm_Value;Experimental;;15035121.32
Kenya;Railway;Transport_work_in_tonkm_Value;Experimental;;91586263.58
Korea, Republic of;Road;Transport_work_in_tonkm_Value;Experimental;;2212888778.68
Kuwait;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Kuwait;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;1831587894.42
Kuwait;Sea;Transport_work_in_tonkm_Value;Experimental;;1343706036.08
Kyrgyzstan;Air;Transport_work_in_tonkm_Value;Experimental;;12556.93
Lao People's Dem. Rep.;All modes;Transport_work_in_tonkm_Value;Experimental;;16350153.25
Latvia;All modes;Transport_work_in_tonkm_Value;Experimental;;958227168.34
Latvia;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Latvia;Sea;Transport_work_in_tonkm_Value;Experimental;;220963935.8
Lesotho;Road;Transport_work_in_tonkm_Value;Experimental;;8181.16
Libya;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Libya;Road;Transport_work_in_tonkm_Value;Experimental;;20164.79
Libya;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Lithuania;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Luxembourg;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;68222922.77
Madagascar;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Malawi;Sea;Transport_work_in_tonkm_Value;Experimental;;569064.67
Malaysia;All modes;Transport_work_in_tonkm_Value;Experimental;;8028792572.07
Malaysia;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Malaysia;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;8028792572.07
Malaysia;Road;Transport_work_in_tonkm_Value;Experimental;;2579059872.47
Maldives;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Maldives;Air;Transport_work_in_tonkm_Value;Experimental;;2118.61
Mali;Air;Transport_work_in_tonkm_Value;Experimental;;6.53
Mali;Railway;Transport_work_in_tonkm_Value;Experimental;;4.05
Malta;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Malta;Sea;Transport_work_in_tonkm_Value;Experimental;;597056491.12
Mauritania;Railway;Transport_work_in_tonkm_Value;Experimental;;409143.47
Mauritius;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Mexico;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Micronesia (Federated States of);Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;674.47
Mongolia;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Mongolia;Air;Transport_work_in_tonkm_Value;Experimental;;1607.0
Montenegro;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Montenegro;Air;Transport_work_in_tonkm_Value;Experimental;;87.47
Montenegro;Road;Transport_work_in_tonkm_Value;Experimental;;481.9
Morocco;Sea;Transport_work_in_tonkm_Value;Experimental;;495539012.22
Mozambique;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;26365652.3
Myanmar;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;190693698.85
Myanmar;Air;Transport_work_in_tonkm_Value;Experimental;;1008255.24
Myanmar;Railway;Transport_work_in_tonkm_Value;Experimental;;23791777.56
Myanmar;Road;Transport_work_in_tonkm_Value;Experimental;;119350736.98
Namibia;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Nauru;All modes;Transport_work_in_tonkm_Value;Experimental;;25216761.79
Nauru;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Nauru;Sea;Transport_work_in_tonkm_Value;Experimental;;24947596.68
Nepal;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Netherlands (Kingdom of the);Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Netherlands (Kingdom of the);Air;Transport_work_in_tonkm_Value;Experimental;;21917620.35
Netherlands (Kingdom of the);Railway;Transport_work_in_tonkm_Value;Experimental;;1528480384.41
New Caledonia;Sea;Transport_work_in_tonkm_Value;Experimental;;2294.16
Nicaragua;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Niger;All modes;Transport_work_in_tonkm_Value;Experimental;;46493.47
Niger;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;46493.47
Niger;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Nigeria;Railway;Transport_work_in_tonkm_Value;Experimental;;45462420.94
North Macedonia;Railway;Transport_work_in_tonkm_Value;Experimental;;4327441.34
North Macedonia;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Oman;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Pakistan;All modes;Transport_work_in_tonkm_Value;Experimental;;1415250012.61
Pakistan;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Palau;All modes;Transport_work_in_tonkm_Value;Experimental;;11.81
Palau;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;11.81
Palau;Sea;Transport_work_in_tonkm_Value;Experimental;;1.82
Panama;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Philippines;All modes;Transport_work_in_tonkm_Value;Experimental;;1197577198.02
Philippines;Air;Transport_work_in_tonkm_Value;Experimental;;441908825.78
Philippines;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Pitcairn;All modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Poland;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;4543685513.21
Portugal;Sea;Transport_work_in_tonkm_Value;Experimental;;135489480.59
Qatar;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Qatar;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;431501705.63
Qatar;Road;Transport_work_in_tonkm_Value;Experimental;;51280359.77
Romania;Road;Transport_work_in_tonkm_Value;Experimental;;60876589.48
Rwanda;Air;Transport_work_in_tonkm_Value;Experimental;;167.73
Rwanda;Road;Transport_work_in_tonkm_Value;Experimental;;236213.89
Rwanda;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
Saint Barthelemy;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Saint Kitts and Nevis;All modes;Transport_work_in_tonkm_Value;Experimental;;10380.38
Saint Kitts and Nevis;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;10380.38
Saint Kitts and Nevis;Multimodal adjustment;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Saint Lucia;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;1146.46
Saint Vincent and the Grenadines;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;1750534.94
Samoa;Air;Transport_work_in_tonkm_Value;Experimental;;119.88
Sao Tome and Principe;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Senegal;Air;Transport_work_in_tonkm_Value;Experimental;;1619.83
Serbia;Sea;Transport_work_in_tonkm_Value;Experimental;;23977259.38
Sierra Leone;Sea;Transport_work_in_tonkm_Value;Experimental;;12683.9
Singapore;All modes;Transport_work_in_tonkm_Value;Experimental;;3523217287.2
Slovakia;All modes;Transport_work_in_tonkm_Value;Experimental;;127053023.86
Slovakia;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;127053023.86
Slovakia;Air;Transport_work_in_tonkm_Value;Experimental;;3569351.24
Slovenia;Road;Transport_work_in_tonkm_Value;Experimental;;52522410.66
Solomon Islands;Subtotal: air, sea, rail, road;Transport_work_in_tonkm_Value;Experimental;;63.81
Solomon Islands;Sea;Transport_work_in_tonkm_Value;Experimental;;63.81
Somalia;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Somalia;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
South Africa;Railway;Transport_work_in_tonkm_Value;Experimental;;1987466879.09
South Africa;Multimodal adjustment;Transport_work_in_tonkm_Value;Absolute zero;;0.0
South Georgia and South Sandwich Islands;Non-identified mode;Transport_work_in_tonkm_Value;;Not available or not separately reported;
South Sudan;All modes;Transport_work_in_tonkm_Value;Experimental;;273.18
South Sudan;Other modes;Transport_work_in_tonkm_Value;;Not available or not separately reported;
Spain;All modes;Transport_work_in_tonkm_Value;Experimental;;12647678291.1
